resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in Machine Learning, Machine Learning, and Cloud Computing. Holds a Master's degree. Certified in Certified Ethical Hacker. 11 years of experience.","Deep Learning, Cybersecurity, Data Analysis",PhD,Certified Ethical Hacker,17,0.69,1
"Experienced in Project Management, Machine Learning, and Cloud Computing. Holds a High School degree. Certified in PMP. 5 years of experience.","SQL, Machine Learning, Deep Learning",High School,None,16,0.82,1
"Experienced in Deep Learning, Machine Learning, and Data Analysis. Holds a High School degree. Certified in PMP. 3 years of experience.","Cloud Computing, Machine Learning",PhD,PMP,7,0.24,1
"Experienced in Cybersecurity, Data Analysis, and Data Analysis. Holds a Master's degree. Certified in Certified Ethical Hacker. 3 years of experience.","Cybersecurity, Deep Learning",High School,None,20,0.81,0
"Experienced in Project Management, Project Management, and Python. Holds a High School degree. Certified in None. 1 years of experience.","Python, Marketing, Java",PhD,Certified Ethical Hacker,9,0.81,1
"Experienced in Marketing, Cloud Computing, and Deep Learning. Holds a High School degree. Certified in Google Data Analytics. 13 years of experience.","Cybersecurity, SQL, Marketing, Deep Learning",PhD,PMP,12,0.26,1
"Experienced in Data Analysis, Deep Learning, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 5 years of experience.","Data Analysis, Deep Learning",Bachelor's,AWS Certified,17,0.78,0
"Experienced in Deep Learning, Cybersecurity, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 4 years of experience.","Cloud Computing, Data Analysis, Deep Learning, SQL",Bachelor's,None,19,0.26,0
"Experienced in Data Analysis, SQL, and SQL. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 4 years of experience.","SQL, Cloud Computing",Master's,PMP,5,0.77,1
"Experienced in Marketing, SQL, and Java. Holds a PhD degree. Certified in PMP. 10 years of experience.","Project Management, Java, Python, Deep Learning",Master's,PMP,13,0.28,1
"Experienced in SQL, Data Analysis, and Marketing. Holds a High School degree. Certified in PMP. 13 years of experience.","Java, Cloud Computing",High School,None,12,0.46,0
"Experienced in Deep Learning, Machine Learning, and Machine Learning. Holds a PhD degree. Certified in None. 9 years of experience.","Project Management, Marketing",Master's,AWS Certified,4,0.65,1
"Experienced in Marketing, Cloud Computing, and Machine Learning. Holds a Bachelor's degree. Certified in Google Data Analytics. 2 years of experience.","Marketing, Python, Project Management",Bachelor's,PMP,8,0.51,0
"Experienced in Project Management, SQL, and Python. Holds a Bachelor's degree. Certified in AWS Certified. 9 years of experience.","Marketing, SQL, Data Analysis, Java",PhD,None,2,0.81,1
"Experienced in Marketing, Machine Learning, and Java. Holds a High School degree. Certified in Certified Ethical Hacker. 5 years of experience.","Java, Machine Learning, Data Analysis",High School,PMP,12,0.29,1
"Experienced in Project Management, Cloud Computing, and Cloud Computing. Holds a Master's degree. Certified in None. 7 years of experience.","Data Analysis, Machine Learning",PhD,AWS Certified,3,0.26,0
"Experienced in Python, Marketing, and Marketing. Holds a PhD degree. Certified in PMP. 5 years of experience.","Marketing, Machine Learning",High School,Certified Ethical Hacker,13,0.74,0
"Experienced in Deep Learning, SQL, and Cloud Computing. Holds a High School degree. Certified in PMP. 13 years of experience.","Cybersecurity, Data Analysis",Bachelor's,Certified Ethical Hacker,1,0.84,1
"Experienced in Machine Learning, Cybersecurity, and Marketing. Holds a PhD degree. Certified in None. 6 years of experience.","SQL, Machine Learning, Deep Learning, Project Management",PhD,PMP,6,0.43,0
"Experienced in Cybersecurity, Cloud Computing, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 6 years of experience.","Cloud Computing, Project Management",Bachelor's,PMP,9,0.34,0
"Experienced in Machine Learning, Deep Learning, and Data Analysis. Holds a PhD degree. Certified in Google Data Analytics. 10 years of experience.","Python, Cloud Computing",Bachelor's,None,7,0.33,0
"Experienced in Project Management, Python, and Machine Learning. Holds a High School degree. Certified in None. 7 years of experience.","Cybersecurity, Project Management, Cloud Computing, Marketing",Master's,Certified Ethical Hacker,6,0.72,0
"Experienced in Java, Python, and Machine Learning. Holds a Master's degree. Certified in AWS Certified. 15 years of experience.","Project Management, SQL, Data Analysis",High School,None,4,0.45,1
"Experienced in Project Management, Data Analysis, and Cloud Computing. Holds a PhD degree. Certified in None. 8 years of experience.","Cybersecurity, Project Management, Cloud Computing, Deep Learning",High School,PMP,5,0.33,1
"Experienced in Cybersecurity, Python, and SQL. Holds a High School degree. Certified in None. 2 years of experience.","Deep Learning, Java",High School,None,4,0.71,0
"Experienced in Machine Learning, Marketing, and Java. Holds a PhD degree. Certified in PMP. 9 years of experience.","Cloud Computing, Python",Master's,Certified Ethical Hacker,17,0.27,0
"Experienced in Deep Learning, Project Management, and Java. Holds a PhD degree. Certified in AWS Certified. 10 years of experience.","Cloud Computing, Cybersecurity, Marketing, Deep Learning",High School,AWS Certified,9,0.33,1
"Experienced in Deep Learning, Marketing, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 5 years of experience.","Python, Data Analysis, Project Management, SQL",Bachelor's,Google Data Analytics,15,0.27,1
"Experienced in Cloud Computing, Marketing, and Machine Learning. Holds a Master's degree. Certified in PMP. 15 years of experience.","Python, Marketing",PhD,Certified Ethical Hacker,19,0.48,0
"Experienced in Data Analysis, Python, and Project Management. Holds a PhD degree. Certified in Google Data Analytics. 6 years of experience.","Project Management, Data Analysis",Master's,None,9,0.68,1
"Experienced in Cybersecurity, Cybersecurity, and Cybersecurity. Holds a PhD degree. Certified in Google Data Analytics. 3 years of experience.","SQL, Cloud Computing",PhD,AWS Certified,15,0.77,1
"Experienced in Project Management, Cloud Computing, and Deep Learning. Holds a Master's degree. Certified in Google Data Analytics. 1 years of experience.","Cybersecurity, SQL",Master's,None,11,0.28,0
"Experienced in Deep Learning, SQL, and Deep Learning. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 4 years of experience.","Python, Cybersecurity",High School,Google Data Analytics,10,0.58,1
"Experienced in Machine Learning, Python, and Marketing. Holds a PhD degree. Certified in Google Data Analytics. 13 years of experience.","Python, Cloud Computing",Bachelor's,Google Data Analytics,3,0.83,0
"Experienced in Deep Learning, Python, and Cloud Computing. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 8 years of experience.","Cybersecurity, Project Management",PhD,Google Data Analytics,4,0.4,1
"Experienced in Project Management, Python, and Cybersecurity. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 9 years of experience.","Cloud Computing, Marketing",Master's,AWS Certified,8,0.62,0
"Experienced in Cloud Computing, Python, and Cloud Computing. Holds a Bachelor's degree. Certified in PMP. 5 years of experience.","Python, Data Analysis",Bachelor's,AWS Certified,7,0.31,0
"Experienced in SQL, Cloud Computing, and Marketing. Holds a Master's degree. Certified in Google Data Analytics. 3 years of experience.","Project Management, Data Analysis, Machine Learning, Deep Learning",PhD,PMP,3,0.82,1
"Experienced in Cloud Computing, Data Analysis, and Python. Holds a Master's degree. Certified in PMP. 6 years of experience.","Cybersecurity, Marketing, Machine Learning, Deep Learning",Bachelor's,None,3,0.67,1
"Experienced in Cloud Computing, Data Analysis, and Deep Learning. Holds a PhD degree. Certified in PMP. 2 years of experience.","Deep Learning, Data Analysis, Python, Project Management",PhD,Certified Ethical Hacker,10,0.7,1
"Experienced in Cybersecurity, SQL, and Cybersecurity. Holds a PhD degree. Certified in Certified Ethical Hacker. 13 years of experience.","Marketing, Java, Cloud Computing, Project Management",PhD,None,3,0.52,1
"Experienced in Marketing, SQL, and Machine Learning. Holds a PhD degree. Certified in None. 6 years of experience.","Deep Learning, SQL",Master's,PMP,11,0.65,1
"Experienced in Marketing, Marketing, and Cloud Computing. Holds a Bachelor's degree. Certified in Google Data Analytics. 1 years of experience.","Cloud Computing, Python",Master's,Certified Ethical Hacker,9,0.44,1
"Experienced in Cloud Computing, Marketing, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 8 years of experience.","Cloud Computing, Java, Project Management, Python",Master's,Certified Ethical Hacker,10,0.55,1
"Experienced in Marketing, Cybersecurity, and Marketing. Holds a PhD degree. Certified in Certified Ethical Hacker. 8 years of experience.","Deep Learning, Java, Project Management",High School,Google Data Analytics,16,0.88,0
"Experienced in Cloud Computing, SQL, and Cloud Computing. Holds a High School degree. Certified in Google Data Analytics. 14 years of experience.","Java, Cybersecurity, Data Analysis, Machine Learning",PhD,PMP,4,0.3,1
"Experienced in SQL, SQL, and Cloud Computing. Holds a Master's degree. Certified in PMP. 6 years of experience.","Python, SQL",Master's,None,4,0.37,1
"Experienced in Project Management, SQL, and Data Analysis. Holds a PhD degree. Certified in Certified Ethical Hacker. 10 years of experience.","Marketing, Data Analysis, Deep Learning, Machine Learning",High School,None,17,0.7,0
"Experienced in Machine Learning, Marketing, and Python. Holds a PhD degree. Certified in Certified Ethical Hacker. 3 years of experience.","Python, Deep Learning, Java, Cloud Computing",PhD,None,20,0.33,0
"Experienced in Data Analysis, SQL, and Cybersecurity. Holds a Master's degree. Certified in PMP. 1 years of experience.","Cybersecurity, Data Analysis, Cloud Computing",Master's,None,18,0.65,0
"Experienced in Java, Project Management, and Java. Holds a PhD degree. Certified in PMP. 11 years of experience.","Marketing, Machine Learning, SQL",High School,Certified Ethical Hacker,20,0.54,1
"Experienced in Deep Learning, Project Management, and Java. Holds a Master's degree. Certified in AWS Certified. 14 years of experience.","Cloud Computing, Python, Deep Learning, Machine Learning",Bachelor's,Certified Ethical Hacker,18,0.51,0
"Experienced in Java, Marketing, and Cloud Computing. Holds a PhD degree. Certified in Google Data Analytics. 12 years of experience.","Machine Learning, Java, Python",Master's,AWS Certified,9,0.43,1
"Experienced in Java, Cloud Computing, and Project Management. Holds a High School degree. Certified in AWS Certified. 1 years of experience.","Java, Python",Bachelor's,Google Data Analytics,17,0.62,0
"Experienced in Java, Marketing, and SQL. Holds a PhD degree. Certified in Certified Ethical Hacker. 1 years of experience.","Python, Cloud Computing, SQL, Data Analysis",PhD,Certified Ethical Hacker,17,0.39,1
"Experienced in Project Management, Cybersecurity, and Cloud Computing. Holds a Master's degree. Certified in Google Data Analytics. 5 years of experience.","SQL, Cloud Computing",PhD,Google Data Analytics,20,0.65,0
"Experienced in Python, Cloud Computing, and Data Analysis. Holds a PhD degree. Certified in None. 9 years of experience.","Marketing, Data Analysis, Machine Learning",Master's,Certified Ethical Hacker,17,0.22,0
"Experienced in Cloud Computing, Project Management, and Data Analysis. Holds a Bachelor's degree. Certified in Google Data Analytics. 9 years of experience.","Python, Deep Learning",Bachelor's,AWS Certified,20,0.55,0
"Experienced in Cloud Computing, Cloud Computing, and Python. Holds a Bachelor's degree. Certified in None. 4 years of experience.","Cloud Computing, Python, Cybersecurity, Deep Learning",Bachelor's,Certified Ethical Hacker,5,0.61,1
"Experienced in Project Management, Project Management, and Cloud Computing. Holds a PhD degree. Certified in PMP. 9 years of experience.","Cybersecurity, Project Management, Machine Learning",Master's,Certified Ethical Hacker,9,0.39,1
"Experienced in Python, Project Management, and Project Management. Holds a High School degree. Certified in Certified Ethical Hacker. 14 years of experience.","Cybersecurity, Data Analysis, Machine Learning",PhD,AWS Certified,17,0.8,0
"Experienced in Project Management, Cloud Computing, and SQL. Holds a PhD degree. Certified in Google Data Analytics. 14 years of experience.","Project Management, Java, Machine Learning, Cloud Computing",Master's,None,19,0.69,1
"Experienced in Marketing, Python, and SQL. Holds a High School degree. Certified in PMP. 6 years of experience.","Marketing, Cybersecurity, Deep Learning",Bachelor's,Certified Ethical Hacker,7,0.7,1
